receiver_player_id,receiver_player_name,targets,Receptions,AirYards,ReceivingYards,completeAirYards,Touchdowns,expReceptions,expCompAirYards,PPR_points
00-0030108,R.Griffin,18,15,126,147,73,3,11.704502626090088,69.37905673346718,47.7
00-0035140,M.Hardman,20,14,177,216,86,2,12.834904977550998,76.12040686508018,47.6
00-0022921,L.Fitzgerald,32,24,211,232,126,0,21.17674577081319,114.43507967980015,47.2
00-0022127,J.Witten,28,24,239,227,171,0,17.61663350527442,134.8377633566262,46.7
00-0033553,J.Conner,19,18,-27,166,-26,2,15.29495551917775,-26.690980639823035,46.6
00-0032187,D.Johnson,23,17,82,232,86,1,15.733306690462213,37.42162935797444,46.2
00-0035644,N.Fant,25,14,210,201,69,2,16.15801433084904,100.35769493021621,46.1
00-0033856,L.Fournette,31,26,8,200,2,0,22.29866561827128,-0.4319041907083373,46
00-0033881,E.Engram,38,21,229,190,87,1,25.590492972949477,128.28853793225352,46
00-0034983,H.Renfrow,22,15,120,186,68,2,14.922474297678924,72.99110390992186,45.6
00-0032257,D.Johnson,22,16,84,173,53,2,15.641770380032689,45.80303721059634,45.3
00-0032009,A.Humphries,29,23,183,221,138,0,19.384869893864934,114.40641492802995,45.1
00-0035006,O.Johnson,21,16,194,165,127,2,13.202733310858202,111.91616209031524,44.5
00-0035243,M.Sanders,17,16,52,221,47,1,12.54164174060835,18.534963625942034,44.1
00-0033858,J.Smith,19,15,114,230,88,1,12.74694270676553,64.33188310343061,44
00-0026035,D.Amendola,25,20,231,235,155,0,15.922589547438209,128.87486439243315,43.5
00-0030181,J.Doyle,24,17,145,145,71,2,16.341766256955506,83.51902887000902,43.5
00-0032128,C.Conley,31,11,450,261,138,1,17.622161844429804,213.0074379058633,43.1
00-0027981,K.Rudolph,19,16,107,150,51,2,13.105153762381764,55.44245619174949,43
00-0032688,Ro.Anderson,26,13,381,227,132,1,14.638312231097649,164.14889983898675,41.7
00-0027874,D.Thomas,27,18,283,233,149,0,15.613994764634437,137.03181237666203,41.3
00-0030300,J.Brown,17,11,181,175,124,2,10.373722265737909,94.64412950984787,40.5
00-0034521,A.Lazard,18,15,224,193,134,1,10.633574024941547,98.5998861303185,40.3
00-0034981,F.Moreau,14,11,82,113,63,3,9.515651297801021,48.12648468627029,40.3
00-0034272,M.Valdes-Scantling,19,9,375,250,135,1,9.80131359244907,145.62911720347424,40
00-0031387,E.Ebron,19,11,194,168,90,2,11.731098465765282,99.58474084396428,39.8
00-0030513,L.Murray,24,20,-16,133,-17,1,18.86298426273806,-19.299161635749634,39.3
00-0031381,D.Adams,26,17,252,221,118,0,16.25674738020331,129.02468562883567,39.1
00-0032626,G.Allison,27,15,269,181,126,1,16.755574827239936,137.8359578371224,39.1
00-0033556,T.Cohen,32,22,48,111,-5,1,23.714693541776345,13.606682570553827,39.1
00-0032160,T.Williams,17,9,307,175,133,2,8.641154771294996,135.06435593226908,38.5
00-0034844,S.Barkley,23,17,25,154,-11,1,17.722516963936805,6.362051736047105,38.4
00-0034331,J.Samuels,25,24,-12,141,-10,0,19.581993070168078,-13.967143538858707,38.1
00-0035229,T.Hockenson,22,14,129,157,59,1,14.868212316404339,77.5749225329403,35.7
00-0034777,D.Chark Jr.,26,13,215,164,76,1,16.177914598791094,103.64802366100874,35.400000000000006
00-0025396,T.Ginn,20,11,333,180,167,1,10.44397387946209,138.57855820362602,35
00-0030216,J.Hill,18,13,117,158,61,1,12.053615641002843,66.79332268339762,34.8
00-0034829,M.Gesicki,20,15,227,197,149,0,11.92935048146365,115.34823888184226,34.7
00-0029608,T.Hilton,21,12,240,165,111,1,12.14836918213055,106.1781129382755,34.5
00-0033611,R.Seals-Jones,12,8,141,141,72,2,6.686368045397222,66.8294824767117,34.1
00-0031273,C.Brate,14,9,136,126,90,2,8.79089769330339,84.54752730909328,33.6
00-0034353,A.Miller,22,14,257,194,139,0,13.289589537871827,123.27193007303794,33.400000000000006
00-0030085,K.Stills,16,13,150,203,147,0,9.969257936707454,73.69128616464062,33.3
00-0033045,E.Elliott,23,19,36,143,33,0,16.995011285030976,17.484971196375447,33.3
00-0033681,K.Cole,10,9,87,113,80,2,6.254459057830496,41.43947333893679,32.3
00-0030496,L.Bell,26,20,22,121,-2,0,19.146364395206138,4.264493940603377,32.1
00-0027061,J.Cook,15,10,92,99,69,2,9.691067745373566,57.84293171461445,31.9
00-0033594,C.Carson,18,14,21,118,10,1,13.038955193827,8.544483084496045,31.8
00-0031236,B.Cooks,23,14,324,177,122,0,13.371812892787887,143.02151529128784,31.7
00-0030663,W.Snead,15,11,129,145,71,1,9.667711875184086,75.0368657114786,31.5
00-0031325,S.Watkins,24,15,185,162,124,0,15.423185170143089,103.8875873818957,31.2
00-0032355,C.Rogers,17,9,149,101,82,2,10.833524694033825,82.0198901821321,31.1
00-0033094,M.Hall,8,5,202,201,167,1,3.871030018011342,62.91824425958586,31.1
00-0033118,K.Drake,22,16,-20,148,-20,0,17.13816577675884,-23.308155993692512,30.8
00-0034159,W.Dissly,13,11,124,138,102,1,7.9592859508739915,60.05777494049433,30.8
00-0034367,N.Hines,19,15,46,153,20,0,13.79096561526058,26.708948277686677,30.3
00-0033897,J.Mixon,15,12,-18,59,-14,2,11.601363050205006,-17.911702169924897,29.9
00-0028002,R.Cobb,22,14,229,158,117,0,13.656116396934808,119.57611758147603,29.8
00-0034970,I.Smith,18,15,123,148,98,0,12.112594175479623,63.273870519528174,29.8
00-0034297,B.Pringle,12,9,130,140,91,1,7.254503882322467,60.926917359391375,29
00-0033658,B.Jarwin,9,7,71,98,48,2,5.790834718696364,36.346969696356325,28.8
00-0034838,R.Freeman,21,17,10,118,5,0,15.78997443266326,2.815580736128547,28.8
00-0029587,R.Ellison,20,12,84,106,63,1,13.85443430000659,48.73801145706081,28.6
00-0033387,J.Hollister,14,9,91,75,53,2,8.930581856783036,51.52061051401515,28.5
00-0032778,T.Sharpe,12,8,177,80,78,2,6.747519917238584,81.45362130727584,28
00-0030549,T.Eifert,22,14,161,138,95,0,13.898852955103695,91.9572847212057,27.8
00-0034364,J.Akins,18,14,63,133,48,0,12.523380772795017,36.27563097583316,27.3
00-0032208,P.Dorsett,22,10,284,112,104,1,12.663346112741058,126.19947176635543,27.200000000000003
00-0030470,V.McDonald,15,12,64,88,35,1,10.58002814553823,37.427271910777286,26.8
00-0032144,M.Gordon,18,14,-11,66,-9,1,14.131094651807405,-13.475102193957692,26.6
00-0034775,C.Kirk,21,14,193,124,99,0,13.047634722837314,96.39058237046346,26.4
00-0033307,K.Bourne,9,8,92,123,89,1,5.7385744681854485,52.838471680717795,26.3
00-0032602,J.McKissic,15,11,28,91,21,1,10.349883255258606,13.360826810792732,26.1
00-0033589,D.Moore,19,9,233,110,45,1,11.028005192063464,107.71949947629842,26
00-0031787,J.Kumerow,13,7,220,128,107,1,6.686117617264898,89.18499496686427,25.8
00-0033906,A.Kamara,17,16,-12,97,-15,0,13.430542312923905,-15.160046444752194,25.700000000000003
00-0034366,K.Coutee,16,11,105,147,65,0,10.742556494736087,60.10864859375778,25.700000000000003
00-0031549,N.Agholor,25,14,369,114,67,0,15.034811465809485,135.2571042832664,25.4
00-0035662,M.Brown,16,10,83,92,40,1,11.496212439237766,52.863253442433574,25.200000000000003
00-0033110,T.Higbee,15,12,76,129,51,0,10.540544802320458,50.3346193512924,24.9
00-0032385,S.Shepard,16,12,182,125,74,0,9.948255356383724,86.75325271905012,24.5
00-0035703,M.Boykin,9,7,138,115,105,1,5.15946006419145,62.653805318975586,24.5
00-0032241,T.Gurley,18,11,34,73,17,1,13.361046693588213,19.886810039915257,24.3
00-0035287,K.Johnson,20,10,120,83,45,1,12.563336231643794,69.40802847108468,24.3
00-0033308,M.Breida,11,11,-3,72,-3,1,8.887680631983267,-6.711452757211213,24.2
00-0032775,D.Robinson,28,13,367,108,69,0,16.303124520659797,165.50863755405095,23.8
00-0030821,A.Hurns,9,8,64,97,65,1,6.266604558899353,37.143308757241236,23.700000000000003
00-0028112,C.Clay,11,9,102,144,97,0,6.823737430469023,43.654981303271974,23.4
00-0034681,C.Edmonds,12,9,-2,80,-9,1,9.03365333143428,-4.292372497394257,23
00-0028087,D.Lewis,18,15,9,78,-7,0,14.002509533741296,2.3636656293965457,22.8
00-0031558,M.Williams,9,8,65,88,43,1,5.923592655347488,39.45297154734108,22.8
00-0033357,T.Hill,5,4,33,67,27,2,3.3840064455524623,17.12309650259797,22.7
00-0031257,P.Richardson,20,12,182,104,79,0,12.573429273606768,99.04595354214952,22.4
00-0031598,N.Boyle,12,9,34,74,25,1,8.285704180880334,23.53782105996898,22.4
00-0034676,J.Washington,15,8,260,142,119,0,8.00413233717681,116.81622851534969,22.200000000000003
00-0034960,J.Meyers,13,11,97,112,91,0,8.624825408582517,52.05662433716992,22.200000000000003
00-0025418,G.Olsen,20,11,169,110,78,0,12.455037333034596,97.22587710310977,22
00-0029239,B.Bolden,8,7,48,90,43,1,5.483751841362513,17.687891253281915,22
00-0034791,N.Chubb,17,14,-38,80,-32,0,13.926705389053083,-34.52725200620567,22
00-0033943,J.Reynolds,13,5,215,107,90,1,6.780880437517287,93.84167594397627,21.700000000000003
